コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,2025/03,234,8,7,3,34.08,4.15,2.56
3954,昭和パックス,スタンダード（内国株式）,2025/03,233,14,16,13,297.41,5.63,3.95
3236,プロパスト,スタンダード（内国株式）,2024/05,233,31,26,18,53.36,17.54,5.71
7033,マネジメントソリューションズ,プライム（内国株式）,2024/12,233,28,28,21,125.3,37.62,26.48
2198,アイ・ケイ・ケイホールディングス,プライム（内国株式）,2024/10,233,25,25,17,59.35,16.1,8.22
7284,盟和産業,スタンダード（内国株式）,2025/03,233,5,4,5,129.43,3.77,1.81
6298,ワイエイシイホールディングス,プライム（内国株式）,2025/03,230,14,11,6,30.37,3.31,1.36
7383,ネットプロテクションズホールディングス,プライム（内国株式）,2025/03,230,21,,14,13.86,7.04,1.91
5922,那須電機鉄工,スタンダード（内国株式）,2025/03,229,28,29,19,1616.33,6.54,4.32
3221,ヨシックスホールディングス,プライム（内国株式）,2025/03,229,23,26,18,172.15,15.34,11.78
3134,Ｈａｍｅｅ,スタンダード（内国株式）,2025/04,229,24,24,13,80.15,12.19,7.53
8139,ナガホリ,スタンダード（内国株式）,2025/03,229,7,6,4,26.5,3.13,1.55
5284,ヤマウホールディングス,スタンダード（内国株式）,2025/03,228,36,37,24,393.61,19.49,10.09
9753,アイエックス・ナレッジ,スタンダード（内国株式）,2025/03,228,19,20,13,138.66,13.18,8.8
9763,丸紅建材リース,スタンダード（内国株式）,2025/03,228,15,17,12,383.86,7.24,3.21
7683,ダブルエー,プライム（内国株式）,2025/01,228,17,16,10,52.28,9.27,7.59
5956,トーソー,スタンダード（内国株式）,2025/03,228,7,8,5,56.05,3.4,2.25
4792,山田コンサルティンググループ,プライム（内国株式）,2025/03,228,41,41,29,151.07,15.98,12.28
4465,ニイタカ,スタンダード（内国株式）,2024/05,227,15,15,7,119.58,5.27,3.1
5871,ＳＯＬＩＺＥ,スタンダード（内国株式）,2024/12,227,5,4,3,50.04,2.21,1.64
2325,ＮＪＳ,プライム（内国株式）,2024/12,226,30,31,21,222.22,8.1,6.8
8018,三共生興,スタンダード（内国株式）,2025/03,226,18,26,21,54.06,4.15,3.02
7264,ムロコーポレーション,スタンダード（内国株式）,2025/03,226,8,11,5,80.48,2.2,1.59
4668,明光ネットワークジャパン,プライム（内国株式）,2024/08,226,10,12,5,19.4,4.49,3.01
7749,メディキット,スタンダード（内国株式）,2025/03,226,45,47,30,204.55,6.67,5.74
4761,さくらケーシーエス,スタンダード（内国株式）,2025/03,225,14,15,11,102.24,5.76,4.48
8260,井筒屋,スタンダード（内国株式）,2024/02,225,10,9,10,84.91,8.81,2.11
9691,両毛システムズ,スタンダード（内国株式）,2025/03,225,22,21,16,448.46,11.51,6.34
6788,日本トリム,プライム（内国株式）,2025/03,225,33,35,22,292.41,9.35,6.34
8537,大光銀行,スタンダード（内国株式）,2025/03,224,,39,25,261.86,3.34,0.15
8077,トルク,スタンダード（内国株式）,2024/10,224,9,12,9,36.48,6.76,2.66
6030,アドベンチャー,グロース（内国株式）,2024/06,224,15,,7,95.08,6.47,2.4
7198,ＳＢＩアルヒ,プライム（内国株式）,2025/03,223,,,19,42.97,4.53,0.93
4825,ウェザーニューズ,プライム（内国株式）,2024/05,222,33,33,24,110.43,12.37,10.57
6199,セラク,スタンダード（内国株式）,2024/08,222,23,23,16,114.24,20.38,13.07
3393,スターティアホールディングス,プライム（内国株式）,2025/03,222,27,28,20,206.29,25.81,13.8
4745,東京個別指導学院,スタンダード（内国株式）,2025/02,222,16,16,10,19.14,11.94,8.45
9273,コーア商事ホールディングス,プライム（内国株式）,2024/06,221,44,44,29,74.14,11.76,9.21
9046,神戸電鉄,プライム（内国株式）,2025/03,221,20,16,12,143.47,4.89,1.27
5010,日本精蝋,スタンダード（内国株式）,2024/12,220,22,17,18,89.93,31.3,5.97
3449,テクノフレックス,スタンダード（内国株式）,2024/12,220,22,21,13,71.67,5.62,3.66
6262,ＰＥＧＡＳＵＳ,スタンダード（内国株式）,2025/03,220,16,16,10,38.89,2.97,2.08
4396,システムサポートホールディングス,プライム（内国株式）,2024/06,220,17,17,12,118.24,24.22,12.33
9696,ウィザス,スタンダード（内国株式）,2025/03,220,17,16,4,45.86,7.0,2.03
7047,ポート,グロース（内国株式）,2025/03,220,30,,19,142.44,22.17,8.3
5237,ノザワ,スタンダード（内国株式）,2025/03,220,17,18,12,100.11,5.6,3.83
6743,大同信号,スタンダード（内国株式）,2025/03,219,12,13,15,95.69,6.35,3.4
3190,ホットマン,スタンダード（内国株式）,2025/03,219,7,7,3,47.34,4.52,2.04
6218,エンシュウ,スタンダード（内国株式）,2025/03,219,-7,-9,-23,-358.65,,
3529,アツギ,スタンダード（内国株式）,2025/03,219,-9,-2,-4,-23.47,,
8147,トミタ,スタンダード（内国株式）,2025/03,217,8,10,6,121.48,5.29,3.38
9163,ナレルグループ,グロース（内国株式）,2024/10,216,31,,22,255.16,16.28,9.26
3524,日東製網,スタンダード（内国株式）,2025/04,216,7,8,5,206.21,7.33,1.78
6246,テクノスマート,スタンダード（内国株式）,2025/03,216,35,36,24,204.59,12.17,7.33
4224,ロンシール工業,スタンダード（内国株式）,2025/03,214,9,10,0,2.82,0.07,0.05
7953,菊水化学工業,スタンダード（内国株式）,2025/03,214,3,3,2,13.17,1.74,1.02
4691,ワシントンホテル,スタンダード（内国株式）,2025/03,213,22,18,20,167.09,21.33,6.01
3435,サンコーテクノ,スタンダード（内国株式）,2025/03,212,13,13,11,142.05,6.11,4.23
8230,はせがわ,スタンダード（内国株式）,2025/03,212,12,13,9,49.75,7.22,4.54
5484,東北特殊鋼,スタンダード（内国株式）,2025/03,212,12,14,10,134.2,3.61,2.96
6549,ディーエムソリューションズ,スタンダード（内国株式）,2025/03,212,7,7,5,177.71,15.04,6.06
9980,ＭＲＫホールディングス,スタンダード（内国株式）,2025/03,212,4,7,3,2.51,1.74,1.26
8127,ヤマトインターナショナル,スタンダード（内国株式）,2024/08,211,3,4,4,17.17,2.03,1.47
7808,シー・エス・ランバー,スタンダード（内国株式）,2024/05,211,22,21,14,776.11,13.96,6.1
4251,恵和,プライム（内国株式）,2024/12,211,47,52,28,144.75,12.16,8.72
3825,リミックスポイント,スタンダード（内国株式）,2025/03,211,-12,-5,-6,-4.92,,
3799,キーウェアソリューションズ,スタンダード（内国株式）,2025/03,211,9,12,10,127.63,13.63,9.57
3175,エー・ピーホールディングス,スタンダード（内国株式）,2025/03,211,3,3,0,-2.91,,
146A,コロンビア・ワークス,スタンダード（内国株式）,2024/12,210,39,35,22,691.9,18.5,4.29
7354,ダイレクトマーケティングミックス,プライム（内国株式）,2024/12,210,14,,8,18.05,6.06,3.34
7819,粧美堂,スタンダード（内国株式）,2024/09,209,10,10,8,58.59,11.77,5.36
1716,第一カッター興業,スタンダード（内国株式）,2024/06,209,25,28,20,174.38,10.86,9.03
2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,2025/03,209,18,12,7,80.52,5.03,1.35
3955,イムラ,スタンダード（内国株式）,2025/01,209,13,13,8,77.16,4.66,3.3
4040,南海化学,スタンダード（内国株式）,2025/03,209,13,15,10,505.55,12.08,4.52
5936,東洋シヤッター,スタンダード（内国株式）,2025/03,209,13,12,8,125.06,8.34,4.23
4828,ビジネスエンジニアリング,プライム（内国株式）,2025/03,208,47,47,33,278.16,24.89,18.05
8908,毎日コムネット,スタンダード（内国株式）,2024/05,208,23,22,15,84.21,12.33,5.15
6292,カワタ,スタンダード（内国株式）,2025/03,208,10,10,6,82.53,4.36,2.28
4615,神東塗料,スタンダード（内国株式）,2025/03,208,2,5,-1,-1.89,,
4627,ナトコ,スタンダード（内国株式）,2024/10,208,12,14,10,126.6,4.06,3.2
6771,池上通信機,スタンダード（内国株式）,2025/03,207,3,3,2,36.67,1.72,0.81
7162,アストマックス,スタンダード（内国株式）,2025/03,207,-2,-1,-1,-11.87,,
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,スタンダード（内国株式）,2025/03,206,9,9,3,17.26,3.59,1.8
8708,アイザワ証券グループ,プライム（内国株式）,2025/03,206,19,26,32,100.18,7.12,2.9
6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,2024/06,206,61,61,44,162.02,30.56,22.93
8927,明豊エンタープライズ,スタンダード（内国株式）,2024/07,206,23,19,14,46.64,17.23,4.89
3744,サイオス,スタンダード（内国株式）,2024/12,206,0,2,4,40.57,24.51,4.35
4743,アイティフォー,プライム（内国株式）,2025/03,206,35,37,29,108.09,15.3,12.17
2654,アスモ,スタンダード（内国株式）,2025/03,205,3,3,1,10.67,2.17,1.54
2830,アヲハタ,スタンダード（内国株式）,2024/11,205,4,4,3,35.13,2.13,1.69
1764,工藤建設,スタンダード（内国株式）,2024/06,205,4,4,2,140.62,3.63,1.13
9709,ＮＣＳ＆Ａ,スタンダード（内国株式）,2025/03,205,20,21,21,130.54,14.82,9.89
2130,メンバーズ,プライム（内国株式）,2024/03,205,0,,1,9.71,2.13,1.1
4934,プレミアアンチエイジング,グロース（内国株式）,2024/07,204,1,2,-15,-170.06,,
7050,フロンティアインターナショナル,グロース（内国株式）,2025/04,203,13,13,9,196.86,9.85,6.05
4235,ウルトラファブリックス・ホールディングス,スタンダード（内国株式）,2024/12,203,28,,16,104.77,9.41,4.2
2981,ランディックス,グロース（内国株式）,2025/03,203,23,21,14,495.81,16.83,6.45
5984,兼房,スタンダード（内国株式）,2025/03,202,7,7,10,70.82,3.22,2.56
4481,ベース,プライム（内国株式）,2024/12,202,52,52,39,207.07,29.26,21.82
3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,2025/01,202,15,15,8,17.85,15.24,6.78
7443,横浜魚類,スタンダード（内国株式）,2025/03,202,2,2,2,28.94,7.2,3.35
9776,札幌臨床検査センター,スタンダード（内国株式）,2025/03,201,7,7,5,148.35,4.16,2.82
9366,サンリツ,スタンダード（内国株式）,2025/03,201,10,8,5,83.88,4.03,1.9
6946,日本アビオニクス,スタンダード（内国株式）,2025/03,201,28,27,20,124.37,14.07,7.3
6428,オーイズミ,スタンダード（内国株式）,2025/03,201,1,1,2,10.95,1.35,0.63
6240,ヤマシンフィルタ,プライム（内国株式）,2025/03,201,26,27,17,24.32,7.62,6.47
7602,レダックス,スタンダード（内国株式）,2025/03,200,-2,-1,-2,-9.04,,
4367,広栄化学,スタンダード（内国株式）,2025/03,200,6,4,3,58.88,1.33,0.82
9017,新潟交通,スタンダード（内国株式）,2025/03,200,20,16,11,282.98,5.71,1.93
6834,精工技研,スタンダード（内国株式）,2025/03,200,28,30,22,245.34,7.95,6.47
6279,瑞光,プライム（内国株式）,2025/02,200,-3,-1,-8,-29.78,,
2354,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,2025/02,199,14,15,10,56.84,15.3,7.85
1712,ダイセキ環境ソリューション,スタンダード（内国株式）,2025/02,199,23,23,12,73.51,7.05,4.25
6186,一蔵,スタンダード（内国株式）,2025/03,199,1,1,-1,-17.58,,
5951,ダイニチ工業,スタンダード（内国株式）,2025/03,199,14,16,12,71.73,4.16,3.64
7590,タカショー,スタンダード（内国株式）,2025/01,199,-2,1,-2,-14.41,,
3916,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,2024/06,199,24,24,17,112.83,24.24,16.51
286A,ユカリア,グロース（内国株式）,2024/12,198,23,28,20,64.4,11.28,3.37
7681,レオクラン,スタンダード（内国株式）,2024/09,198,2,2,1,23.09,2.44,1.28
2999,ホームポジション,スタンダード（内国株式）,2024/08,197,-6,-8,-7,-115.3,,
4746,東計電算,スタンダード（内国株式）,2024/12,196,56,65,45,251.63,11.19,9.04
8818,京阪神ビルディング,プライム（内国株式）,2025/03,196,50,48,44,89.89,5.75,2.48
2185,シイエム・シイ,スタンダード（内国株式）,2024/09,195,30,32,21,156.72,10.08,7.87
2937,サンクゼール,グロース（内国株式）,2025/03,195,8,8,4,37.93,7.07,3.79
6226,守谷輸送機工業,スタンダード（内国株式）,2025/03,194,41,42,28,162.08,24.72,16.52
6044,三機サービス,スタンダード（内国株式）,2024/05,194,7,8,5,72.77,11.1,5.43
7094,ＮｅｘＴｏｎｅ,グロース（内国株式）,2025/03,194,10,10,7,70.93,14.54,4.67
1384,ホクリヨウ,スタンダード（内国株式）,2025/03,194,19,20,22,257.83,15.41,11.35
9160,ノバレーゼ,スタンダード（内国株式）,2024/12,193,13,,7,26.56,7.5,1.91
4341,西菱電機,スタンダード（内国株式）,2025/03,193,3,3,1,23.15,1.49,0.67
3558,ジェイドグループ,グロース（内国株式）,2025/02,192,15,16,6,55.09,10.32,4.66
3280,エストラスト,スタンダード（内国株式）,2025/02,192,20,19,13,222.36,14.04,3.05
7091,リビングプラットフォーム,グロース（内国株式）,2025/03,192,3,4,4,82.02,17.99,3.01
4319,ＴＡＣ,スタンダード（内国株式）,2025/03,192,7,7,5,25.78,7.51,2.23
4371,コアコンセプト・テクノロジー,グロース（内国株式）,2024/12,192,20,20,14,85.59,34.32,17.97
6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,2024/09,192,64,64,45,140.58,11.18,9.47
3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,2024/12,192,12,13,9,74.22,9.03,4.74
3758,アエリア,スタンダード（内国株式）,2024/12,192,0,-1,-7,-33.58,,
9360,鈴与シンワート,スタンダード（内国株式）,2025/03,191,14,14,11,391.89,24.53,9.09
7812,クレステック,スタンダード（内国株式）,2024/06,191,12,13,9,295.48,11.14,4.61
9082,大和自動車交通,スタンダード（内国株式）,2025/03,190,0,0,1,29.6,1.43,0.44
9385,ショーエイコーポレーション,スタンダード（内国株式）,2025/03,190,7,7,5,60.44,10.92,4.48
3135,マーケットエンタープライズ,プライム（内国株式）,2024/06,190,3,0,-5,-89.35,,
2820,やまみ,スタンダード（内国株式）,2024/06,190,21,21,15,211.88,15.53,9.51
7111,ＩＮＥＳＴ,スタンダード（内国株式）,2025/03,190,2,,0,0.38,0.85,0.31
4369,トリケミカル研究所,プライム（内国株式）,2025/01,189,53,66,50,152.69,15.71,13.43
8613,丸三証券,プライム（内国株式）,2025/03,188,35,40,38,57.38,7.76,5.17
2173,博展,グロース（内国株式）,2024/12,188,14,14,10,64.53,29.78,12.65
7554,幸楽苑,プライム（内国株式）,2025/03,188,4,4,8,48.13,13.39,6.4
2485,ティア,スタンダード（内国株式）,2024/09,188,14,12,8,33.42,9.19,2.75
9051,センコン物流,スタンダード（内国株式）,2025/03,188,8,9,5,101.65,8.6,2.69
8624,いちよし証券,プライム（内国株式）,2025/03,188,23,24,16,47.11,5.7,3.73
9941,太洋物産,スタンダード（内国株式）,2024/09,188,3,2,2,84.21,20.81,2.04
3640,電算,スタンダード（内国株式）,2025/03,187,25,25,18,317.42,14.51,8.58
6535,アイモバイル,プライム（内国株式）,2024/07,187,35,35,24,42.12,15.62,9.88
8226,理経,スタンダード（内国株式）,2025/03,187,11,10,7,43.74,12.34,5.97
3968,セグエグループ,プライム（内国株式）,2024/12,187,7,11,5,15.73,17.03,3.72
4051,ＧＭＯフィナンシャルゲート,グロース（内国株式）,2024/09,187,15,15,10,121.99,18.01,7.13
2916,仙波糖化工業,スタンダード（内国株式）,2025/03,187,8,8,3,28.08,2.7,1.55
7502,プラザホールディングス,スタンダード（内国株式）,2025/03,186,3,4,3,117.23,12.43,2.37
4366,ダイトーケミックス,スタンダード（内国株式）,2025/03,186,8,8,8,76.38,5.52,3.37
6496,中北製作所,スタンダード（内国株式）,2024/05,186,12,15,10,288.54,4.12,3.22
3040,ソリトンシステムズ,プライム（内国株式）,2024/12,186,20,22,17,93.07,14.06,7.41
7463,アドヴァングループ,スタンダード（内国株式）,2025/03,185,32,88,60,169.07,11.16,7.49
4645,市進ホールディングス,スタンダード（内国株式）,2025/02,185,9,7,3,35.84,14.77,2.33
