コード,企業名,市場区分,業種,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA,IT投資比率,IT投資規模（億円）
2962.0,テクニスコ,スタンダード（内国株式）,,2024/06,47.0,-5.0,-3.0,-6.0,-67.48,,,0.0,0
8742.0,小林洋行,スタンダード（内国株式）,證券,2025/03,47.0,2.0,3.0,2.0,19.23,2.45,1.15,0.0795,4
1444.0,ニッソウ,グロース（内国株式）,,2024/07,47.0,1.0,1.0,0.0,23.12,1.68,0.91,0.0,0
7992.0,セーラー万年筆,スタンダード（内国株式）,機械,2024/12,47.0,-3.0,-2.0,-11.0,-38.65,,,0.0114,1
9344.0,アクシスコンサルティング,グロース（内国株式）,,2024/06,47.0,8.0,8.0,5.0,101.26,15.88,12.22,0.0,0
3804.0,システム　ディ,スタンダード（内国株式）,通信,2024/10,46.0,8.0,8.0,6.0,86.78,12.34,7.98,0.0185,1
9343.0,アイビス,グロース（内国株式）,,2024/12,46.0,12.0,12.0,8.0,230.06,40.08,26.22,0.0,0
4728.0,トーセ,スタンダード（内国株式）,通信,2024/08,46.0,-5.0,-5.0,-3.0,-34.42,,,0.0185,1
6769.0,ザインエレクトロニクス,スタンダード（内国株式）,機械,2024/12,46.0,0.0,3.0,3.0,31.82,3.62,3.29,0.0114,1
9376.0,ユーラシア旅行社,スタンダード（内国株式）,,2024/09,46.0,1.0,1.0,1.0,32.67,6.89,4.11,0.0,0
3997.0,トレードワークス,スタンダード（内国株式）,通信,2024/12,46.0,-1.0,-1.0,-2.0,-45.04,,,0.0185,1
4484.0,ランサーズ,グロース（内国株式）,通信,2025/03,46.0,1.0,1.0,2.0,10.83,12.96,5.37,0.0185,1
7524.0,マルシェ,スタンダード（内国株式）,小売,2025/03,46.0,0.0,0.0,0.0,4.24,8.29,0.99,0.0084,0
6969.0,松尾電機,スタンダード（内国株式）,機械,2025/03,45.0,5.0,5.0,4.0,140.3,16.31,6.83,0.0114,1
4170.0,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース（内国株式）,通信,2024/12,45.0,0.0,0.0,-2.0,-10.17,,,0.0185,1
5380.0,新東,スタンダード（内国株式）,素材,2024/06,45.0,-1.0,-1.0,-1.0,-93.1,,,0.0095,0
3185.0,夢展望,グロース（内国株式）,小売,2025/03,45.0,-3.0,,-4.0,-22.5,,,0.0084,0
2872.0,セイヒョー,スタンダード（内国株式）,食料品,2025/02,45.0,1.0,1.0,1.0,85.33,8.53,3.62,0.0095,0
3670.0,協立情報通信,スタンダード（内国株式）,通信,2025/03,45.0,3.0,3.0,2.0,142.76,8.07,5.35,0.0185,1
7353.0,ＫＩＹＯラーニング,グロース（内国株式）,サービス,2024/12,45.0,2.0,2.0,2.0,30.7,16.15,4.81,0.0185,1
9560.0,プログリット,グロース（内国株式）,,2024/08,45.0,8.0,8.0,6.0,49.89,34.13,15.7,0.0,0
3121.0,マーチャント・バンカーズ,スタンダード（内国株式）,サービス,2024/10,44.0,3.0,1.0,2.0,6.23,4.37,1.11,0.0185,1
9331.0,キャスター,グロース（内国株式）,,2024/08,44.0,-2.0,-2.0,-2.0,-113.48,,,0.0,0
4054.0,日本情報クリエイト,グロース（内国株式）,通信,2024/06,44.0,7.0,7.0,4.0,30.43,12.38,7.7,0.0185,1
,Ｔｅｒｒａ　Ｄｒｏｎｅ,グロース（内国株式）,,2025/01,44.0,-6.0,-6.0,-5.0,-56.73,,,0.0,0
,グロースエクスパートナーズ,グロース（内国株式）,,2024/08,44.0,6.0,6.0,4.0,153.9,21.84,11.8,0.0,0
3306.0,日本製麻,スタンダード（内国株式）,商社,2025/03,44.0,3.0,3.0,1.0,26.32,4.08,1.78,0.0084,0
4397.0,チームスピリット,グロース（内国株式）,通信,2024/08,44.0,-1.0,-1.0,-2.0,-10.96,,,0.0185,1
5885.0,ジーデップ・アドバンス,スタンダード（内国株式）,,2024/05,44.0,7.0,7.0,4.0,82.09,18.08,9.97,0.0,0
3907.0,シリコンスタジオ,グロース（内国株式）,通信,2024/11,44.0,1.0,1.0,1.0,30.96,5.0,2.95,0.0185,1
5026.0,トリプルアイズ,グロース（内国株式）,,2024/08,44.0,0.0,0.0,1.0,10.35,8.97,1.55,0.0,0
4488.0,ＡＩ　ｉｎｓｉｄｅ,グロース（内国株式）,通信,2025/03,44.0,4.0,4.0,-5.0,-125.75,,,0.0185,1
4243.0,ニックス,スタンダード（内国株式）,化学,2024/09,44.0,2.0,2.0,2.0,78.44,4.26,3.08,0.0095,0
7779.0,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,機械,2025/03,44.0,-9.0,,-6.0,-2.73,,,0.0114,1
4013.0,勤次郎,グロース（内国株式）,通信,2024/12,44.0,7.0,7.0,5.0,23.6,4.93,3.6,0.0185,1
3770.0,ザッパラス,スタンダード（内国株式）,通信,2024/04,44.0,3.0,4.0,2.0,13.41,2.86,2.62,0.0185,1
7068.0,フィードフォースグループ,グロース（内国株式）,サービス,2025/05,44.0,16.0,15.0,10.0,39.67,31.18,13.09,0.0185,1
3927.0,フーバーブレイン,グロース（内国株式）,通信,2025/03,44.0,2.0,2.0,1.0,20.75,7.17,1.95,0.0185,1
4197.0,アスマーク,スタンダード（内国株式）,,2024/11,44.0,4.0,3.0,3.0,232.45,17.94,10.98,0.0,0
1401.0,エムビーエス,グロース（内国株式）,建設,2024/05,44.0,5.0,5.0,4.0,54.05,11.63,9.16,0.0064,0
4736.0,日本ラッド,スタンダード（内国株式）,通信,2025/03,44.0,3.0,4.0,4.0,79.05,12.31,8.44,0.0185,1
4880.0,セルソース,プライム（内国株式）,医薬品,2024/10,44.0,1.0,2.0,2.0,12.02,3.97,3.36,0.0095,0
7836.0,アビックス,スタンダード（内国株式）,機械,2025/03,43.0,3.0,2.0,2.0,5.15,10.44,5.69,0.0114,0
9353.0,櫻島埠頭,スタンダード（内国株式）,運輸・倉庫,2025/03,43.0,2.0,3.0,2.0,153.77,3.34,2.1,0.0129,1
4255.0,ＴＨＥＣＯＯ,グロース（内国株式）,,2024/12,43.0,-1.0,-1.0,-1.0,-33.17,,,0.0,0
7048.0,ベルトラ,グロース（内国株式）,サービス,2024/12,43.0,-2.0,-3.0,-4.0,-11.18,,,0.0185,1
6538.0,ディスラプターズ,スタンダード（内国株式）,サービス,2025/03,43.0,4.0,4.0,2.0,10.31,9.6,5.57,0.0185,1
9337.0,トリドリ,グロース（内国株式）,,2024/12,43.0,5.0,4.0,3.0,81.63,18.24,5.34,0.0,0
3680.0,ホットリンク,グロース（内国株式）,通信,2024/12,43.0,-7.0,,-6.0,-36.0,,,0.0185,1
9223.0,ＡＳＮＯＶＡ,グロース（内国株式）,,2025/03,43.0,0.0,0.0,0.0,-1.93,,,0.0,0
2997.0,ストレージ王,グロース（内国株式）,,2025/01,43.0,2.0,2.0,1.0,40.84,6.73,2.08,0.0,0
6029.0,アトラグループ,スタンダード（内国株式）,サービス,2024/12,42.0,0.0,0.0,0.0,-3.59,,,0.0185,1
3261.0,グランディーズ,グロース（内国株式）,サービス,2024/12,42.0,5.0,5.0,3.0,69.45,9.06,5.55,0.0185,1
3623.0,ビリングシステム,グロース（内国株式）,通信,2024/12,42.0,6.0,6.0,4.0,64.7,14.37,1.57,0.0185,1
9557.0,エアークローゼット,グロース（内国株式）,,2024/06,42.0,0.0,-1.0,-1.0,-6.49,,,0.0,0
4650.0,ＳＤエンターテイメント,スタンダード（内国株式）,サービス,2025/03,42.0,1.0,1.0,1.0,10.48,5.92,2.23,0.0185,1
7073.0,ジェイック,グロース（内国株式）,サービス,2025/01,42.0,2.0,2.0,1.0,149.17,14.16,4.87,0.0185,1
7175.0,今村証券,スタンダード（内国株式）,證券,2025/03,42.0,10.0,10.0,8.0,148.53,6.28,3.86,0.0795,3
6982.0,リード,スタンダード（内国株式）,自動車・関連部品,2025/03,42.0,-1.0,0.0,-1.0,-40.15,,,0.0114,0
,グロービング,グロース（内国株式）,,2024/05,42.0,4.0,4.0,3.0,9.99,17.47,10.04,0.0,0
6034.0,ＭＲＴ,グロース（内国株式）,サービス,2024/12,42.0,-1.0,,-3.0,-56.55,,,0.0185,1
,メディックス,スタンダード（内国株式）,,2025/03,42.0,8.0,10.0,8.0,106.41,24.57,12.04,0.0,0
2341.0,アルバイトタイムス,スタンダード（内国株式）,サービス,2025/02,42.0,1.0,1.0,-5.0,-25.58,,,0.0185,1
5252.0,日本ナレッジ,グロース（内国株式）,,2025/03,42.0,1.0,1.0,1.0,59.59,7.2,3.86,0.0,0
3858.0,ユビキタスＡＩ,スタンダード（内国株式）,通信,2025/03,41.0,1.0,1.0,1.0,9.28,4.04,2.81,0.0185,1
7426.0,山大,スタンダード（内国株式）,商社,2025/03,41.0,-4.0,-4.0,-14.0,-1292.72,,,0.0084,0
5259.0,ＢＢＤイニシアティブ,グロース（内国株式）,,2024/09,41.0,3.0,,2.0,31.22,12.87,3.99,0.0,0
3931.0,バリューゴルフ,グロース（内国株式）,通信,2025/01,41.0,1.0,1.0,0.0,3.05,0.49,0.21,0.0185,1
6867.0,リーダー電子,スタンダード（内国株式）,機械,2025/03,41.0,-2.0,-2.0,-2.0,-41.12,,,0.0114,0
5033.0,ヌーラボ,グロース（内国株式）,,2025/03,41.0,6.0,6.0,6.0,85.15,28.93,13.01,0.0,0
3202.0,ダイトウボウ,スタンダード（内国株式）,一次・二次産業,2025/03,41.0,3.0,1.0,1.0,1.83,1.12,0.27,0.0095,0
4929.0,アジュバンホールディングス,スタンダード（内国株式）,化学,2025/03,41.0,1.0,1.0,0.0,4.99,0.96,0.76,0.0095,0
6182.0,メタリアル,グロース（内国株式）,サービス,2025/02,41.0,1.0,1.0,3.0,27.59,15.29,6.08,0.0185,1
4192.0,スパイダープラス,グロース（内国株式）,通信,2024/12,41.0,-5.0,-5.0,-8.0,-21.92,,,0.0185,1
4261.0,アジアクエスト,グロース（内国株式）,,2024/12,41.0,5.0,5.0,3.0,201.01,17.49,10.69,0.0,0
6380.0,オリエンタルチエン工業,スタンダード（内国株式）,機械,2025/03,41.0,1.0,1.0,1.0,72.16,5.39,1.95,0.0114,0
8898.0,センチュリー２１・ジャパン,スタンダード（内国株式）,サービス,2025/03,40.0,11.0,12.0,8.0,78.15,12.13,10.12,0.0185,1
1711.0,ＳＤＳホールディングス,スタンダード（内国株式）,建設,2025/03,40.0,0.0,-1.0,-2.0,-15.28,,,0.0064,0
6599.0,エブレン,スタンダード（内国株式）,機械,2025/03,40.0,5.0,5.0,3.0,207.43,6.54,5.3,0.0114,0
6580.0,ライトアップ,グロース（内国株式）,サービス,2025/03,40.0,7.0,7.0,5.0,94.26,15.55,11.59,0.0185,1
7707.0,プレシジョン・システム・サイエンス,グロース（内国株式）,機械,2024/06,40.0,-10.0,-10.0,-11.0,-40.59,,,0.0114,0
3089.0,テクノアルファ,スタンダード（内国株式）,商社,2024/11,40.0,3.0,3.0,2.0,120.31,10.86,7.05,0.0084,0
5341.0,ＡＳＡＨＩ　ＥＩＴＯホールディングス,スタンダード（内国株式）,素材,2024/11,40.0,-3.0,-3.0,-4.0,-74.55,,,0.0095,0
,ＪＳＨ,グロース（内国株式）,,2025/03,40.0,2.0,2.0,1.0,25.64,7.06,4.83,0.0,0
9159.0,Ｗ　ＴＯＫＹＯ,グロース（内国株式）,,2024/06,40.0,5.0,5.0,3.0,123.2,19.83,10.57,0.0,0
3963.0,シンクロ・フード,プライム（内国株式）,通信,2025/03,40.0,11.0,11.0,7.0,24.01,12.37,10.75,0.0185,1
9820.0,エムティジェネックス,スタンダード（内国株式）,サービス,2025/03,40.0,4.0,4.0,3.0,246.19,6.42,5.17,0.0185,1
6049.0,イトクロ,グロース（内国株式）,サービス,2024/10,39.0,-2.0,-1.0,0.0,1.87,0.43,0.41,0.0185,1
7351.0,グッドパッチ,グロース（内国株式）,サービス,2024/08,39.0,0.0,0.0,0.0,1.27,0.3,0.25,0.0185,1
7878.0,光・彩,スタンダード（内国株式）,機械,2025/01,39.0,1.0,1.0,1.0,59.08,6.07,2.94,0.0114,0
6633.0,ＣＧＳホールディングス,スタンダード（内国株式）,機械,2024/12,39.0,2.0,2.0,1.0,12.83,3.82,2.02,0.0114,0
6654.0,不二電機工業,スタンダード（内国株式）,機械,2025/01,39.0,3.0,3.0,2.0,43.94,2.32,2.15,0.0114,0
3224.0,ゼネラル・オイスター,グロース（内国株式）,小売,2025/03,39.0,0.0,0.0,0.0,-4.97,,,0.0084,0
3984.0,ユーザーローカル,プライム（内国株式）,通信,2024/06,39.0,17.0,17.0,12.0,73.94,15.35,13.42,0.0185,1
5590.0,ネットスターズ,グロース（内国株式）,,2024/12,39.0,-1.0,0.0,0.0,-2.25,,,0.0,0
6045.0,レントラックス,グロース（内国株式）,サービス,2025/03,39.0,11.0,11.0,7.0,85.08,18.68,6.28,0.0185,1
4493.0,サイバーセキュリティクラウド,グロース（内国株式）,通信,2024/12,39.0,8.0,8.0,6.0,62.36,34.47,19.07,0.0185,1
7555.0,大田花き,スタンダード（内国株式）,商社,2025/03,39.0,3.0,3.0,2.0,43.57,4.26,2.64,0.0084,0
3628.0,データホライゾン,グロース（内国株式）,通信,2025/03,39.0,-5.0,-5.0,-30.0,-233.67,,,0.0185,1
7375.0,リファインバースグループ,グロース（内国株式）,,2024/06,39.0,0.0,0.0,0.0,1.47,7.52,0.15,0.0,0
7080.0,スポーツフィールド,グロース（内国株式）,サービス,2024/12,38.0,9.0,9.0,6.0,81.21,33.75,21.99,0.0185,1
9417.0,スマートバリュー,スタンダード（内国株式）,通信,2024/06,38.0,-3.0,-3.0,-3.0,-33.57,,,0.0185,1
5029.0,サークレイス,グロース（内国株式）,,2025/03,38.0,2.0,2.0,2.0,42.6,18.54,10.1,0.0,0
7345.0,アイ・パートナーズフィナンシャル,グロース（内国株式）,その他金融,2025/03,38.0,0.0,0.0,0.0,-2.78,,,0.0,0
2481.0,タウンニュース社,スタンダード（内国株式）,サービス,2024/06,37.0,6.0,7.0,5.0,89.23,10.26,9.05,0.0185,1
3768.0,リスクモンスター,スタンダード（内国株式）,通信,2025/03,37.0,3.0,3.0,0.0,-6.67,,,0.0185,1
3727.0,アプリックス,グロース（内国株式）,通信,2024/12,37.0,2.0,,2.0,7.18,6.05,4.04,0.0185,1
4476.0,ＡＩ　ＣＲＯＳＳ,グロース（内国株式）,通信,2024/12,37.0,3.0,3.0,1.0,39.48,8.94,6.21,0.0185,1
3550.0,スタジオアタオ,グロース（内国株式）,小売,2025/02,37.0,2.0,2.0,1.0,4.91,2.72,2.14,0.0084,0
7089.0,フォースタートアップス,グロース（内国株式）,サービス,2025/03,37.0,5.0,4.0,4.0,99.6,16.34,9.65,0.0185,1
4496.0,コマースＯｎｅホールディングス,グロース（内国株式）,通信,2025/03,37.0,6.0,4.0,1.0,12.7,3.61,2.62,0.0185,1
7138.0,ＴＯＲＩＣＯ,グロース（内国株式）,,2025/03,37.0,-3.0,-3.0,-4.0,-293.95,,,0.0,0
4446.0,Ｌｉｎｋ－Ｕグループ,プライム（内国株式）,通信,2024/07,37.0,4.0,4.0,2.0,11.1,6.06,3.12,0.0185,1
3223.0,エスエルディー,スタンダード（内国株式）,小売,2025/02,37.0,1.0,1.0,1.0,91.62,28.79,13.31,0.0084,0
4479.0,マクアケ,グロース（内国株式）,通信,2024/09,37.0,-1.0,-1.0,-1.0,-8.16,,,0.0185,1
9339.0,コーチ・エィ,スタンダード（内国株式）,,2024/12,36.0,2.0,2.0,1.0,47.6,3.62,2.56,0.0,0
3690.0,イルグルム,グロース（内国株式）,通信,2024/09,36.0,2.0,2.0,1.0,11.14,3.66,1.95,0.0185,1
9165.0,クオルテック,グロース（内国株式）,,2024/06,36.0,4.0,4.0,3.0,115.79,8.56,6.52,0.0,0
3842.0,ネクストジェン,スタンダード（内国株式）,通信,2025/03,36.0,3.0,2.0,2.0,66.33,9.4,5.77,0.0185,1
3712.0,情報企画,スタンダード（内国株式）,通信,2024/09,36.0,14.0,14.0,10.0,334.85,16.32,13.47,0.0185,1
3935.0,エディア,スタンダード（内国株式）,通信,2025/02,36.0,3.0,2.0,2.0,38.17,17.08,7.81,0.0185,1
,イタミアート,グロース（内国株式）,,2025/01,36.0,3.0,2.0,2.0,118.47,13.7,4.53,0.0,0
7042.0,アクセスグループ・ホールディングス,スタンダード（内国株式）,サービス,2025/03,36.0,2.0,2.0,2.0,65.04,15.93,8.1,0.0185,1
7093.0,アディッシュ,グロース（内国株式）,サービス,2024/12,36.0,-1.0,-1.0,-1.0,-63.97,,,0.0185,1
4424.0,Ａｍａｚｉａ,グロース（内国株式）,通信,2024/09,36.0,-4.0,-4.0,-6.0,-89.62,,,0.0185,1
9245.0,リベロ,グロース（内国株式）,サービス,2024/12,36.0,5.0,5.0,3.0,64.77,15.07,5.82,0.0185,1
9636.0,きんえい,スタンダード（内国株式）,サービス,2025/01,36.0,3.0,3.0,2.0,55.44,5.99,2.61,0.0185,1
4445.0,リビン・テクノロジーズ,グロース（内国株式）,通信,2024/09,36.0,2.0,2.0,1.0,84.86,7.36,3.35,0.0185,1
4056.0,ニューラルグループ,グロース（内国株式）,通信,2024/12,36.0,0.0,0.0,-1.0,-3.97,,,0.0185,1
2334.0,イオレ,グロース（内国株式）,サービス,2025/03,35.0,0.0,0.0,-5.0,-186.35,,,0.0185,1
9340.0,アソインターナショナル,スタンダード（内国株式）,,2024/06,35.0,5.0,6.0,4.0,39.76,13.98,12.13,0.0,0
5139.0,オープンワーク,グロース（内国株式）,,2024/12,35.0,10.0,10.0,8.0,35.57,11.72,10.46,0.0,0
7804.0,ビーアンドピー,スタンダード（内国株式）,機械,2024/10,35.0,6.0,6.0,4.0,171.24,11.44,9.47,0.0114,0
4267.0,ライトワークス,グロース（内国株式）,,2025/01,35.0,3.0,3.0,2.0,39.26,20.73,9.23,0.0,0
6663.0,太洋テクノレックス,スタンダード（内国株式）,機械,2024/12,35.0,-1.0,0.0,-1.0,-13.35,,,0.0114,0
3672.0,オルトプラス,スタンダード（内国株式）,通信,2024/09,35.0,-5.0,-4.0,-5.0,-22.01,,,0.0185,1
,デジタルグリッド,グロース（内国株式）,,2024/07,35.0,15.0,13.0,10.0,287.14,23.0,8.47,0.0,0
3646.0,駅探,グロース（内国株式）,通信,2025/03,35.0,1.0,2.0,1.0,12.15,3.51,2.35,0.0185,1
6552.0,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,サービス,2024/05,35.0,1.0,0.0,-3.0,-19.51,,,0.0185,1
7719.0,東京衡機,スタンダード（内国株式）,機械,2025/02,35.0,0.0,0.0,1.0,8.83,4.0,1.67,0.0114,0
4440.0,ヴィッツ,スタンダード（内国株式）,通信,2024/08,35.0,3.0,3.0,3.0,67.71,11.22,7.72,0.0185,1
,ＲＯＸＸ,グロース（内国株式）,,2024/09,35.0,-5.0,-5.0,-5.0,-73.12,,,0.0,0
9345.0,ビズメイツ,グロース（内国株式）,,2024/12,35.0,4.0,3.0,2.0,144.27,13.09,8.53,0.0,0
3914.0,ＪＩＧ－ＳＡＷ,グロース（内国株式）,通信,2024/12,35.0,6.0,6.0,5.0,72.1,15.67,9.86,0.0185,1
9256.0,サクシード,グロース（内国株式）,,2025/03,35.0,4.0,4.0,3.0,72.38,10.71,8.63,0.0,0
6081.0,アライドアーキテクツ,グロース（内国株式）,サービス,2024/12,35.0,-5.0,-4.0,-5.0,-36.33,,,0.0185,1
6173.0,アクアライン,グロース（内国株式）,サービス,2025/02,35.0,-4.0,-4.0,-3.0,-93.9,,,0.0185,1
3639.0,ボルテージ,スタンダード（内国株式）,通信,2024/06,35.0,-1.0,0.0,0.0,0.82,0.24,0.19,0.0185,1
9778.0,昴,スタンダード（内国株式）,サービス,2025/02,34.0,1.0,1.0,1.0,96.49,1.6,0.82,0.0185,1
9238.0,バリュークリエーション,グロース（内国株式）,,2025/02,34.0,1.0,1.0,1.0,37.38,14.78,2.0,0.0,0
7810.0,クロスフォー,スタンダード（内国株式）,機械,2024/07,34.0,0.0,0.0,0.0,1.68,1.59,0.54,0.0114,0
3111.0,オーミケンシ,スタンダード（内国株式）,一次・二次産業,2025/03,34.0,2.0,0.0,3.0,45.47,15.64,1.9,0.0095,0
5287.0,イトーヨーギョー,スタンダード（内国株式）,素材,2025/03,34.0,2.0,2.0,3.0,118.66,9.44,5.96,0.0095,0
2479.0,ジェイテック,スタンダード（内国株式）,サービス,2025/03,34.0,3.0,3.0,2.0,28.51,16.07,10.28,0.0185,1
4247.0,ポバール興業,スタンダード（内国株式）,,2025/03,34.0,2.0,3.0,1.0,30.56,1.41,1.13,0.0,0
3622.0,ネットイヤーグループ,グロース（内国株式）,通信,2025/03,34.0,1.0,1.0,0.0,-4.72,,,0.0185,1
7462.0,ＣＡＰＩＴＡ,スタンダード（内国株式）,小売,2025/03,34.0,1.0,1.0,0.0,8.32,1.97,1.04,0.0084,0
8946.0,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,サービス,2024/12,34.0,1.0,1.0,0.0,0.78,0.83,0.55,0.0185,1
7409.0,ＡｅｒｏＥｄｇｅ,グロース（内国株式）,,2024/06,34.0,7.0,8.0,7.0,183.38,22.61,9.66,0.0,0
4707.0,キタック,スタンダード（内国株式）,サービス,2024/10,33.0,4.0,4.0,3.0,49.91,8.49,4.61,0.0185,1
6548.0,旅工房,グロース（内国株式）,サービス,2024/06,33.0,-4.0,-4.0,-4.0,-23.38,,,0.0185,1
9244.0,デジタリフト,グロース（内国株式）,サービス,2024/09,33.0,0.0,0.0,-1.0,-52.14,,,0.0185,1
4389.0,プロパティデータバンク,グロース（内国株式）,通信,2025/03,33.0,9.0,9.0,6.0,108.12,16.47,13.11,0.0185,1
3912.0,モバイルファクトリー,スタンダード（内国株式）,通信,2024/12,33.0,11.0,11.0,7.0,92.2,20.53,16.57,0.0185,1
3667.0,ｅｎｉｓｈ,スタンダード（内国株式）,通信,2024/12,33.0,-8.0,-9.0,-9.0,-36.1,,,0.0185,1
5243.0,ｎｏｔｅ,グロース（内国株式）,,2024/11,33.0,1.0,1.0,1.0,6.44,5.81,2.62,0.0,0
8783.0,ＧＦＡ,スタンダード（内国株式）,その他金融,2025/03,33.0,-26.0,-34.0,-44.0,-337.59,,,0.0,0
3930.0,はてな,グロース（内国株式）,通信,2024/07,33.0,1.0,1.0,1.0,21.13,2.44,2.14,0.0185,1
3653.0,モルフォ,グロース（内国株式）,通信,2024/10,33.0,3.0,3.0,3.0,58.6,8.28,7.07,0.0185,1
3816.0,大和コンピューター,スタンダード（内国株式）,通信,2024/07,33.0,6.0,6.0,3.0,88.29,6.71,5.59,0.0185,1
3910.0,エムケイシステム,スタンダード（内国株式）,通信,2025/03,33.0,0.0,0.0,-1.0,-21.74,,,0.0185,1
9250.0,ＧＲＣＳ,グロース（内国株式）,,2024/11,33.0,0.0,0.0,1.0,85.05,28.72,5.85,0.0,0
6558.0,クックビズ,グロース（内国株式）,サービス,2024/11,33.0,1.0,1.0,0.0,1.0,0.19,0.07,0.0185,1
3940.0,ノムラシステムコーポレーション,スタンダード（内国株式）,通信,2024/12,33.0,5.0,5.0,4.0,7.96,11.27,9.9,0.0185,1
8995.0,誠建設工業,スタンダード（内国株式）,サービス,2025/03,33.0,0.0,0.0,0.0,22.87,1.15,0.66,0.0185,1
7370.0,Ｅｎｊｉｎ,グロース（内国株式）,サービス,2024/05,33.0,10.0,11.0,7.0,105.08,17.22,14.82,0.0185,1
4334.0,ユークス,スタンダード（内国株式）,通信,2025/01,33.0,1.0,2.0,2.0,23.59,8.13,6.31,0.0185,1
6574.0,コンヴァノ,グロース（内国株式）,サービス,2025/03,32.0,1.0,,1.0,18.0,4.48,2.47,0.0185,1
5843.0,ニッポンインシュア,スタンダード（内国株式）,,2024/09,32.0,4.0,4.0,3.0,100.74,14.16,6.09,0.0,0
7501.0,ティムコ,スタンダード（内国株式）,商社,2024/11,32.0,0.0,0.0,-1.0,-44.12,,,0.0084,0
3976.0,シャノン,グロース（内国株式）,通信,2024/10,32.0,-1.0,-1.0,-1.0,-31.97,,,0.0185,1
4241.0,アテクト,スタンダード（内国株式）,化学,2025/03,32.0,1.0,1.0,0.0,9.09,2.34,0.86,0.0095,0
2391.0,プラネット,スタンダード（内国株式）,サービス,2024/07,32.0,6.0,7.0,5.0,69.09,8.44,6.99,0.0185,1
3853.0,アステリア,プライム（内国株式）,通信,2025/03,32.0,8.0,,6.0,35.02,9.64,7.49,0.0185,1
3698.0,ＣＲＩ・ミドルウェア,グロース（内国株式）,通信,2024/09,32.0,4.0,4.0,3.0,58.27,8.16,5.68,0.0185,1
4058.0,トヨクモ,グロース（内国株式）,通信,2024/12,31.0,12.0,12.0,8.0,77.14,27.64,18.04,0.0185,1
6195.0,ホープ,グロース（内国株式）,サービス,2025/03,31.0,3.0,3.0,4.0,22.36,31.01,16.69,0.0185,1
9423.0,フォーバル・リアルストレート,スタンダード（内国株式）,通信,2025/03,31.0,1.0,1.0,1.0,3.56,13.49,6.55,0.0185,1
6577.0,ベストワンドットコム,グロース（内国株式）,,2024/07,31.0,3.0,3.0,2.0,170.17,21.67,8.66,0.0,0
4260.0,ハイブリッドテクノロジーズ,グロース（内国株式）,,2024/09,31.0,1.0,,1.0,4.67,2.32,1.3,0.0,0
4335.0,アイ・ピー・エス,スタンダード（内国株式）,通信,2024/06,31.0,3.0,3.0,2.0,99.41,15.59,8.75,0.0185,1
4447.0,ピー・ビーシステムズ,グロース（内国株式）,,2024/09,31.0,4.0,4.0,3.0,40.06,17.81,8.91,0.0,0
4579.0,ラクオリア創薬,グロース（内国株式）,医薬品,2024/12,31.0,-2.0,-4.0,-5.0,-22.87,,,0.0095,0
9661.0,歌舞伎座,スタンダード（内国株式）,サービス,2025/02,31.0,2.0,2.0,3.0,22.61,2.43,1.13,0.0185,1
9476.0,中央経済社ホールディングス,スタンダード（内国株式）,通信,2024/09,31.0,1.0,1.0,-2.0,-45.34,,,0.0185,1
8105.0,堀田丸正,スタンダード（内国株式）,商社,2025/03,31.0,-4.0,-3.0,-4.0,-7.24,,,0.0084,0
6147.0,ヤマザキ,スタンダード（内国株式）,機械,2025/03,31.0,1.0,1.0,1.0,12.91,4.06,1.45,0.0114,0
8518.0,日本アジア投資,スタンダード（内国株式）,證券,2025/03,31.0,1.0,1.0,4.0,18.94,5.87,2.59,0.0795,2
7043.0,アルー,グロース（内国株式）,サービス,2024/12,31.0,-1.0,-1.0,-1.0,-29.0,,,0.0185,1
8700.0,丸八証券,スタンダード（内国株式）,證券,2025/03,31.0,4.0,6.0,4.0,98.22,5.16,3.95,0.0795,2
3652.0,ディジタルメディアプロフェッショナル,グロース（内国株式）,通信,2025/03,31.0,3.0,3.0,2.0,49.92,4.35,3.84,0.0185,1
7847.0,グラファイトデザイン,スタンダード（内国株式）,機械,2025/02,31.0,5.0,6.0,4.0,57.98,7.46,5.54,0.0114,0
5704.0,ＪＭＣ,グロース（内国株式）,素材,2024/12,31.0,1.0,1.0,1.0,9.08,1.75,1.08,0.0095,0
3664.0,モブキャストホールディングス,グロース（内国株式）,通信,2024/12,31.0,-2.0,-2.0,-2.0,-3.73,,,0.0185,1
3936.0,グローバルウェイ,グロース（内国株式）,通信,2025/03,31.0,-3.0,-3.0,-3.0,-8.79,,,0.0185,1
3753.0,フライトソリューションズ,スタンダード（内国株式）,通信,2025/03,31.0,-3.0,-3.0,-4.0,-38.54,,,0.0185,1
3692.0,ＦＦＲＩセキュリティ,グロース（内国株式）,通信,2025/03,30.0,8.0,9.0,7.0,86.86,24.63,15.94,0.0185,1
4705.0,クリップコーポレーション,スタンダード（内国株式）,サービス,2025/03,30.0,0.0,0.0,-1.0,-20.9,,,0.0185,1
